Composition,Mean_rad,delta,Tm,D_Tm,Hmix,Sigma_Hmix,Sid,Elec_nega,D_elec_nega,VEC,d_VEC,BulkModulus,D_Bulk,BCC%,ifBCC
Al102Co102Cr102Fe102Ni24,1.290625,0.0609651615853317,1676.1665277777777,443.4047971635691,-11.884259259259258,4.952551246011304,1.523837162900746,1.7541666666666669,0.115959164268193,6.694444444444445,2.366660146052572,148.36111111111111,40.87559226738955,100.0,1
Al102Co102Cr102Fe22Ni104,1.2915509259259257,0.060486310222507,1660.7961574074077,439.8891062419335,-14.675754458161864,5.821133877718407,1.5168948744719513,1.7689814814814817,0.1290703211633588,7.064814814814815,2.678007648552641,150.21296296296296,42.02436483004828,23.37962962962963,0
Al102Co102Cr102Fe42Ni84,1.2913194444444442,0.0606070470007115,1664.63875,440.8209040337807,-14.02932098765432,5.7316375624527165,1.5674709217262242,1.765277777777778,0.1260838810543535,6.972222222222222,2.608598081463928,149.75,41.74783760201772,1.1574074074074074,0
Al102Co102Cr102Fe82Ni44,1.2908564814814814,0.0608464691543075,1672.3239351851853,442.5785394840436,-12.633573388203017,5.2867488571354935,1.5705158590009176,1.7578703703703704,0.1195442806997096,6.787037037037037,2.453459107305612,148.8240740740741,41.17360011421012,100.0,1
Al102Co102Cr122Fe42Ni64,1.2914583333333332,0.060540189641232,1685.5646759259257,453.8672484592483,-13.547496570644716,5.412361692761117,1.5482041468775152,1.7537037037037035,0.1237200587990707,6.787037037037036,2.527811694250824,148.82407407407405,41.28588869849046,44.21296296296296,0
Al102Co102Cr122Fe82Ni24,1.2909953703703705,0.0607804129749128,1693.249861111111,455.22141224992265,-12.014574759945129,4.89022819450589,1.5147003762731197,1.7462962962962962,0.1163136929663389,6.601851851851851,2.352854117145949,147.89814814814815,40.68406727336856,100.0,1
Al102Co102Cr142Fe22Ni64,1.2918287037037035,0.0603515499615801,1702.6480092592592,465.07321558229455,-13.729252400548695,5.191729577074159,1.4818669137110727,1.7458333333333331,0.1240230340016037,6.694444444444445,2.518297239734484,148.36111111111111,41.10149099154914,20.833333333333336,0
Al102Co102Cr22Fe102Ni104,1.2900694444444445,0.0612254732317902,1592.462824074074,378.2725510240312,-13.434327846364882,6.0096927646938125,1.5168948744719517,1.8004629629629632,0.1189878943364754,7.435185185185184,2.643206344673314,152.0648148148148,42.63079506564086,5.555555555555555,0
Al102Co102Cr22Fe122Ni84,1.2898379629629628,0.0613419197927378,1596.3054166666666,380.0472613005501,-12.925068587105622,5.765860924934661,1.5087576103640874,1.7967592592592592,0.1167446461910185,7.342592592592592,2.586152716112535,151.60185185185185,42.37846234403413,100.0,1
Al102Co102Cr22Fe142Ni64,1.2896064814814814,0.0614577028800807,1600.1480092592592,381.7750486218339,-12.381515775034291,5.458061977161155,1.4818669137110727,1.7930555555555556,0.1143375309671076,7.25,2.5244177913303467,151.13888888888889,42.1195297213848,94.44444444444444,1
Al102Co102Cr22Fe62Ni144,1.2905324074074074,0.060990576477172,1584.7776388888888,374.57967620199554,-14.349965706447186,6.282477394836577,1.4780718037635223,1.8078703703703705,0.1230179972223721,7.620370370370369,2.744413829988691,152.99074074074076,43.11612128039949,3.4722222222222223,0
Al102Co102Cr22Fe82Ni124,1.290300925925926,0.0611083599061665,1588.6202314814814,376.45025416214384,-13.90929355281207,6.183998456238608,1.506936513488167,1.8041666666666667,0.1210763839100785,7.527777777777777,2.695875908416455,152.52777777777777,42.87664440931064,10.648148148148149,0
Al102Co102Cr42Fe102Ni84,1.2902083333333332,0.0611607424668349,1613.38875,397.2193711391222,-13.226851851851851,5.846282203563118,1.5674709217262242,1.7888888888888888,0.1199253883272098,7.25,2.5967394084804805,151.13888888888889,42.22930313431512,81.71296296296296,1
Al102Co102Cr42Fe122Ni64,1.2899768518518515,0.0612775802378538,1617.231342592593,398.70817292359055,-12.649005486968449,5.562529991423198,1.5482041468775152,1.785185185185185,0.1173352389482365,7.157407407407407,2.531878372528677,150.67592592592592,41.96434304389411,97.91666666666666,1
Al102Co102Cr42Fe142Ni44,1.2897453703703703,0.0613937526584763,1621.0739351851853,400.15453823280654,-12.036865569272976,5.215971425695602,1.506600671693936,1.7814814814814817,0.114566936724335,7.064814814814814,2.4618314025528503,150.21296296296296,41.69255882758002,100.0,1
Al102Co102Cr42Fe42Ni144,1.2909027777777775,0.0608062036256386,1601.8609722222222,392.4934490541768,-14.754629629629626,6.254571880491298,1.5010371230016606,1.7999999999999998,0.1267324390640024,7.527777777777778,2.763714399852238,152.52777777777777,42.984484352632734,6.481481481481481,0
Al102Co102Cr42Fe62Ni124,1.2906712962962965,0.0609250575517318,1605.7035648148149,394.1125207416628,-14.279663923182442,6.199909736103249,1.5451065514716265,1.7962962962962965,0.1246149075009396,7.435185185185185,2.712362466723729,152.0648148148148,42.73925534199126,7.4074074074074066,0
Al102Co102Cr42Fe82Ni104,1.2904398148148146,0.0610432360269741,1609.5461574074077,395.6876538692941,-13.77040466392318,6.061083529061788,1.5664713992064616,1.7925925925925927,0.1223486999913556,7.342592592592593,2.656794354372692,151.60185185185185,42.48756676845567,68.05555555555556,0
Al102Co102Cr62Fe142Ni24,1.2898842592592592,0.0613295735813005,1641.9998611111112,416.6765321381838,-11.572187928669411,4.908995338757496,1.4865331810901363,1.7699074074074077,0.1136229581193738,6.87962962962963,2.38326570452842,149.28703703703704,41.240386292943725,100.0,1
Al102Co102Cr62Fe42Ni124,1.2910416666666666,0.0607400533275978,1622.7868981481483,410.3058415333579,-14.632887517146775,6.150430852737882,1.5451065514716265,1.788425925925926,0.1275710552698423,7.342592592592593,2.7256057330063315,151.60185185185185,42.59639173877569,0.0,0
Al102Co102Cr82Fe102Ni44,1.290486111111111,0.0610305872744714,1655.2406018518518,429.5836058939848,-12.451817558299036,5.318850016835563,1.5705158590009176,1.7657407407407408,0.1184326946202223,6.879629629629629,2.459741000339612,149.28703703703704,41.35249352639427,100.0,1
Al102Co102Cr82Fe122Ni24,1.2902546296296296,0.0611482107322459,1659.0831944444444,430.5872891400328,-11.736796982167352,4.957212724210985,1.5147003762731197,1.762037037037037,0.1150664804561005,6.787037037037036,2.376781693982533,148.82407407407408,41.06100445806975,100.0,1
Al102Co102Cr82Fe22Ni124,1.291412037037037,0.060553333708615,1639.8702314814814,425.1980804659058,-14.968964334705074,6.023411292882573,1.506936513488167,1.7805555555555554,0.1299845669851655,7.249999999999999,2.735652809896807,151.13888888888889,42.44799832416595,93.28703703703704,1
Al102Co102Cr82Fe62Ni84,1.290949074074074,0.0607933193597532,1647.5554166666666,427.4655578098841,-13.7789780521262,5.837548861651003,1.5940821272225962,1.7731481481481484,0.1245632975204302,7.064814814814815,2.607940680946573,150.21296296296296,41.91405468467277,0.6944444444444444,0
Al102Co102Cr82Fe82Ni64,1.2907175925925929,0.0609122912913278,1651.3980092592592,428.54311836865327,-13.132544581618657,5.61490843703203,1.5953586257525645,1.7694444444444446,0.1215930776944553,6.972222222222221,2.5366145904033024,149.75,41.6367948476487,100.0,1
Al102Co122Cr102Fe22Ni84,1.2917824074074074,0.0603763738424325,1662.6480092592592,440.2521704998548,-14.4039780521262,5.716048579841844,1.5087576103640874,1.7675925925925924,0.1276995197819385,7.018518518518518,2.6351663152287603,150.21296296296293,42.02436483004828,0.2314814814814814,0
Al102Co122Cr102Fe62Ni44,1.2913194444444445,0.0606184982989506,1670.3331944444444,442.0466787919565,-13.059670781893002,5.367809245565843,1.5499725856222404,1.760185185185185,0.1213884298095677,6.833333333333332,2.485141027371672,149.28703703703704,41.46429765605272,100.0,1
Al102Co122Cr102Fe82Ni24,1.291087962962963,0.0607385315559593,1674.175787037037,442.891201061936,-12.336076817558297,5.073417553139008,1.5147003762731197,1.7564814814814815,0.1179321431917744,6.7407407407407405,2.4012742387785853,148.82407407407408,41.17360011421012,100.0,1
Al102Co122Cr122Fe22Ni64,1.2919212962962965,0.0603087174898771,1683.5739351851853,453.4067705793546,-13.965020576131684,5.396889449935846,1.4894908355153782,1.7560185185185182,0.125579691496371,6.833333333333334,2.5585730977043237,149.28703703703704,41.57580112720618,100.0,1
Al102Co122Cr122Fe42Ni44,1.2916898148148148,0.0604305295386855,1687.416527777778,454.11814741287634,-13.241426611796978,5.227536170314191,1.5142245934982417,1.7523148148148149,0.1221156592127549,6.7407407407407405,2.4771936420457816,148.82407407407408,41.28588869849047,100.0,1
Al102Co122Cr122Fe62Ni24,1.2914583333333334,0.0605516511178862,1691.2591203703705,454.7959465260668,-12.483539094650205,4.9727239919022646,1.494157102894442,1.748611111111111,0.1184346853390425,6.648148148148148,2.3894630375215598,148.36111111111111,40.9886972526468,89.12037037037037,1
Al102Co122Cr142Fe22Ni44,1.2920601851851852,0.0602408217787964,1704.499861111111,465.2500798848412,-13.406035665294922,5.005352919778424,1.4478873603317992,1.744444444444444,0.1223332828741443,6.648148148148148,2.4657461300896584,148.36111111111111,41.101490991549134,99.07407407407408,1
Al102Co122Cr22Fe102Ni84,1.290300925925926,0.0611197352148818,1594.314675925926,379.02870223439226,-13.231138545953357,5.911066078094078,1.5087576103640874,1.799074074074074,0.1178710613578418,7.388888888888889,2.6063786901644224,152.0648148148148,42.63079506564086,100.0,1
Al102Co122Cr22Fe122Ni64,1.2900694444444445,0.0612368308600226,1598.1572685185183,380.7812012913595,-12.713305898491084,5.635090679428776,1.4894908355153782,1.79537037037037,0.1155616392035798,7.296296296296296,2.5468181283466578,151.60185185185185,42.37846234403413,100.0,1
Al102Co122Cr22Fe62Ni124,1.2907638888888888,0.0608835308154044,1586.6294907407407,375.3811819093827,-14.1639231824417,6.257172782552972,1.4863932401094897,1.806481481481481,0.122022423674039,7.5740740740740735,2.7121253921345856,152.99074074074073,43.11612128039949,9.722222222222223,0
Al102Co122Cr22Fe82Ni104,1.2905324074074074,0.061001969661604,1590.472083333333,377.2289224627653,-13.714677640603565,6.120331567504564,1.5077580878443246,1.8027777777777776,0.1200218601488088,7.481481481481482,2.661388809964679,152.52777777777777,42.87664440931064,37.26851851851852,0
Al102Co122Cr42Fe102Ni64,1.2904398148148148,0.061054621018277,1615.2406018518518,397.8421290387227,-12.997942386831276,5.710429698119065,1.5482041468775152,1.7875,0.1186819980732825,7.203703703703704,2.5558910139463045,151.13888888888889,42.22930313431512,100.0,1
Al102Co122Cr42Fe122Ni44,1.2902083333333334,0.0611721096659304,1619.0831944444444,399.3107889370819,-12.411522633744852,5.395785799124924,1.5142245934982417,1.783796296296296,0.1160197747559902,7.111111111111111,2.4882439640620766,150.67592592592592,41.96434304389411,100.0,1
Al102Co122Cr42Fe42Ni124,1.2911342592592594,0.060698110340365,1603.712824074074,393.1779925855447,-14.551440329218106,6.23148465948909,1.5093585593476275,1.7986111111111112,0.1256793268993613,7.481481481481482,2.730084388471459,152.52777777777777,42.984484352632734,0.0,0
Al102Co122Cr42Fe62Ni104,1.2909027777777775,0.0608176247934513,1607.5554166666666,394.77623216714255,-14.0679012345679,6.1351814879976665,1.5459281258277842,1.7949074074074072,0.1235021020241743,7.388888888888889,2.6764865489879788,152.0648148148148,42.73925534199126,2.5462962962962963,0
Al102Co122Cr42Fe82Ni84,1.2906712962962965,0.0609364605318131,1611.3980092592592,396.3307735703945,-13.550068587105622,5.959031789325915,1.5583341350985975,1.7912037037037036,0.1211726468995909,7.296296296296297,2.6185211378267583,151.60185185185185,42.48756676845567,88.6574074074074,1
Al102Co122Cr62Fe102Ni44,1.2905787037037038,0.0609892747732661,1636.1665277777777,414.75073647544633,-12.64471879286694,5.444353648599765,1.5499725856222404,1.7759259259259257,0.1183610064436969,7.018518518518518,2.490654686658828,150.21296296296296,41.80345345603016,99.76851851851852,1
Al102Co122Cr62Fe42Ni104,1.291273148148148,0.0606315699881308,1624.63875,410.86640951798034,-14.403978052126195,6.085984963229009,1.5459281258277844,1.7870370370370368,0.1263978086663897,7.296296296296296,2.6883123552920543,151.60185185185185,42.59639173877569,5.787037037037037,0
Al102Co122Cr62Fe62Ni84,1.2910416666666666,0.06075148447188,1628.4813425925925,412.2010753076361,-13.851851851851851,5.948988517494093,1.573538853843919,1.7833333333333332,0.1238876432423675,7.203703703703703,2.6273464266331223,151.13888888888889,42.33879193445576,65.04629629629629,0
Al102Co122Cr62Fe82Ni64,1.2908101851851852,0.0608707182362881,1632.3239351851853,413.4957260524962,-13.26543209876543,5.732430114865371,1.574815352373887,1.7796296296296297,0.1212124392064664,7.111111111111111,2.561587085199667,150.67592592592592,42.07452134445362,100.0,1
Al102Co122Cr82Fe102Ni24,1.2907175925925929,0.0609236958427483,1657.0924537037035,429.9792999948624,-12.171467764060356,5.110961760694919,1.5147003762731197,1.7643518518518515,0.1168987623746238,6.833333333333334,2.4094720491334933,149.28703703703704,41.35249352639427,100.0,1
Al102Co122Cr82Fe42Ni84,1.291412037037037,0.0605647935193754,1645.5646759259257,426.79935606216674,-14.136488340192043,5.871730432267334,1.5583341350985975,1.7754629629629628,0.1260539586054707,7.111111111111112,2.6328879135717305,150.67592592592592,42.18441187955739,100.0,1
Al102Co142Cr102Fe42Ni44,1.2917824074074074,0.0603878606458606,1668.3424537037035,441.50520127488375,-13.468621399176955,5.367746387192427,1.506600671693936,1.7625,0.1231614793675359,6.87962962962963,2.515572214532807,149.75,41.74783760201772,100.0,1
Al102Co142Cr102Fe62Ni24,1.291550925925926,0.0605092481275551,1672.1850462962962,442.3680500568604,-12.770747599451305,5.119039125702087,1.4865331810901363,1.7587962962962962,0.119827944497846,6.787037037037037,2.434516173416857,149.28703703703704,41.46429765605272,100.0,1
Al102Co142Cr22Fe122Ni44,1.290300925925926,0.0611311084068737,1600.0091203703705,381.50474044390415,-12.501543209876544,5.443021359019042,1.4478873603317992,1.7939814814814814,0.1143495276416972,7.249999999999999,2.5060112913936745,151.60185185185188,42.37846234403413,100.0,1
Al102Co142Cr22Fe142Ni24,1.2900694444444447,0.0612481863821401,1603.851712962963,383.1888180264289,-11.940843621399178,5.077285129431715,1.3844479557996952,1.790277777777778,0.1117989128461463,7.157407407407407,2.4387384300731187,151.1388888888889,42.1195297213848,100.0,1
